merchant,category
3bcb1a392c,Single Tx
3bccea835a,High Vol: High Tx Amount + Low Freq
3bd0b5ea62,Single Tx
3bd4f08bce,Average
3bdabdae75,High Vol: High Tx Amount + Low Freq
3bdf3420f2,Average
3beac82bb1,Average
3bee3c7e49,High Vol: High Tx Amount + Low Freq
3bf0604ef9,Average
3bf53b62b0,Average
3bf76c5f0d,Average
3bf9f5b289,Average
3c0908fe7e,Average
3c0d43644a,High Vol: High Tx Amount + Low Freq
3c123e09d8,Average
3c140d1d52,Average
3c19e27a2a,Average
3c1e9fb123,Average
3c25273599,Average
3c266f8bbf,Single Tx
3c2f3c4a38,Low Volume
3c3188c35e,High Vol: Low Tx Amount + High Freq
3c3ce0c9ed,Average
3c4472851c,Low Volume
3c492eaaf0,Average
3c49ed0757,Average
3c4ac570a3,Very High Volume
3c4e1cdf2e,Average
3c53706f7c,Low Volume
3c53753efb,Single Tx
3c547a7096,Very Low Volume
3c59180961,Average
3c5e22f578,Average
3c641dad1c,Average
3c65f96941,Low Volume
3c6a257992,Single Tx
3c6b67ca93,Average
3c755a457b,Single Tx
3c781e3803,Average
3c7ada2f84,Average
3c7e35c98a,Single Tx
3c8be85fa7,Average
3c8e25805a,Average
3c95fefe21,Low Volume
3c9b10e10d,Average
3c9c333e3a,Average
3ca495c0f2,High Vol: High Tx Amount + Low Freq
3cacd22d5b,Average
3cae4729be,Average
3cb39751d1,Single Tx
3cbbcf1472,Low Volume
3cc00ae979,Average
3cc17af9b0,Average
3cc1d3c126,Average
3cc40c68e4,Very Low Volume
3cc580d225,Average
3cc77ac046,Very High Volume
3cc9b691d8,Average
3cd0cb3167,Average
3cd30df100,Very Low Volume
3cd46a5646,Average
3cd67385a9,Average
3cd89339a4,Average
3ce0a95bd2,Average
3ce0bd9b4e,Average
3ce69ca20d,Average
3ce6b272d2,Low Volume
3ce943f442,Average
3cea5d394a,Average
3cf9b3c2cd,High Vol: Low Tx Amount + High Freq
3d015ad52d,Low Volume
3d03f0b770,Single Tx
3d0d519cab,High Vol: Low Tx Amount + High Freq
3d1691b2a7,Average
3d19fb5ffb,Average
3d1b90f49d,Average
3d1da38002,Average
3d1e915e6d,Average
3d2499ebe4,Average
3d2f5c6595,Average
3d363f4a62,Average
3d466d089f,Low Volume
3d49cae992,Very Low Volume
3d4f31e920,Average
3d51753e07,Average
3d58cf6238,Average
3d58ece925,Average
3d5a3241da,Average
3d63b2b494,Average
3d6c7c8a15,High Vol: High Tx Amount + Low Freq
3d6f603fd5,High Vol: Low Tx Amount + High Freq
3d744e4529,Average
3d7a1f7ada,Average
3d7ee790d8,Very Low Volume
3d86db3aa9,High Vol: High Tx Amount + Low Freq
3d8a65686a,Very Low Volume
3d8b4b09a9,Average
3d9369103b,Average
3d94a67755,Single Tx
3d9619d5f3,Average
3d9f6cdd4e,Average
3da3f97fb3,Average
3da580e60a,High Vol: High Tx Amount + Low Freq
3daa54ea8d,Average
3daa9809cc,Average
3dacd47be4,Average
3daf05a5a4,High Vol: High Tx Amount + Low Freq
3daff9f2f3,Average
3db0d7b17d,Average
3dbb80f7c6,Single Tx
3dbbad60fb,Average
3dc1143452,High Vol: Low Tx Amount + High Freq
3dc8836219,Low Volume
3dc8a7b37d,Average
3dc9552dca,Average
3dcb483b71,Average
3dcf438e54,High Vol: Low Tx Amount + High Freq
3dd92862cc,Average
3de0502669,Single Tx
3de155dbf9,Low Volume
3de2d329b1,Average
3de533ef14,Low Volume
3de6d90588,Very Low Volume
3de940523a,Low Volume
3dea47143d,Average
3ded9291e9,Average
3df403bfb9,Single Tx
3df7a63d24,High Vol: High Tx Amount + Low Freq
3df7c3e252,Average
3dfa04b0eb,Average
3dfc391dce,Average
3e0613105a,Average
3e07d80434,Average
3e0f8129eb,Average
3e1d4f17c1,Low Volume
3e26aa513c,Very Low Volume
3e28ea7fd6,Low Volume
3e29b1f0a8,Average
3e2e54a1a5,Average
3e34aac18a,Low Volume
3e357ef9c3,Average
3e3694c41a,Very Low Volume
3e393f5fff,Average
3e39ee2bb2,Low Volume
3e46212c32,Average
3e4ad4bdd6,Low Volume
3e4c917453,Average
3e50e1a4f1,Average
3e59ccd1d3,Average
3e5a929a32,Low Volume
3e5bcf7e8f,Average
3e6a07b8de,Low Volume
3e72388b82,Low Volume
3e72c96395,Average
3e7d43d1f7,Average
3e7f3edfbf,Low Volume
3e871fbb39,Average
3e8acdcb4d,Average
3e92b84018,Low Volume
3e9330f962,High Vol: Low Tx Amount + High Freq
3e961bc7a5,Average
3e96c45213,Average
3e96d91593,Very Low Volume
3e9ba0f010,Average
3e9e769087,High Vol: Low Tx Amount + High Freq
3ea696817b,Average
3eae5c5334,Very Low Volume
3eb035fc17,Average
3eb6c99afe,Average
3eb8ba8221,Low Volume
3ebcfd839f,Average
3ebeb7e51b,Single Tx
3ec127eff0,Average
3ec16139e8,Average
3ec21271b7,Low Volume
3ec29ea0c1,Low Volume
3ec7acf103,Average
3ec9dfda42,Low Volume
3ecf472391,Single Tx
3ed0211cb5,Low Volume
3ed6696862,Low Volume
3eda6a5e19,Average
3edaa678df,Average
3edad25e0f,Average
3ee1c93bf7,High Vol: High Tx Amount + Low Freq
3ee378c358,High Vol: Low Tx Amount + High Freq
3ee996531d,Very Low Volume
3eef8b4dde,Very Low Volume
3ef07dcd09,Average
3ef0981d22,Single Tx
3ef2e559b0,Single Tx
3efb6c4fcb,Average
3effacb481,Average
3f0285a8a4,Average
3f09e0ffce,Average
3f0d308e8e,Average
3f11940bff,Single Tx
3f1224405f,High Vol: Low Tx Amount + High Freq
3f21d30e04,Single Tx
3f22657854,Very Low Volume
3f2adae82e,Average
3f2bb89018,Average
3f2bf92e0f,Average
3f31e93fdf,High Vol: High Tx Amount + Low Freq
3f363e6cf0,Very Low Volume
3f388f1b7f,Average
3f3a4135f5,Low Volume
3f4202333b,Average
3f42067869,Average
3f4462ac36,Very Low Volume
3f44afd100,Low Volume
3f451a3b04,Average
3f4a295355,Average
3f4ce9bc11,High Vol: Low Tx Amount + High Freq
3f4e188e48,Low Volume
3f52b7fb98,Average
3f5e43943b,Single Tx
3f60b14b0b,Average
3f656c9e5d,Low Volume
3f6a4a3717,Single Tx
3f6eed1555,Single Tx
3f72073b20,Single Tx
3f781dc4dc,Low Volume
3f78f8a93a,Average
3f7f980281,Single Tx
3f864ffcb8,Average
3f880ce21f,Low Volume
3f902107e2,Average
3f9277a92e,Low Volume
3f9c52c53b,Very Low Volume
3f9d7a2f82,Average
3f9e902c5a,Average
3fa0f069f9,Average
3fa2267c26,Average
3fa23f745e,Average
3fa34722a5,Single Tx
3fa4962840,Low Volume
3fa6f91386,Average
3fa99c0823,Average
3fa9dca801,Average
3fadcee265,Average
3fb7d5559d,Average
3fbf3d38f3,Single Tx
3fc35db6b5,Average
3fc4f08d9d,Very High Volume
3fcfa1d9a6,High Vol: Low Tx Amount + High Freq
3fd6e5da83,Low Volume
3fdd98b21a,Single Tx
3fdf2642b1,Average
3fe3f015b5,Low Volume
3fe4383f86,Low Volume
3ff2d63e59,Low Volume
3ff32157b3,Average
3ff37cfcea,Low Volume
3ff5a05401,Average
3fffb992e2,Low Volume
4.21E+16,High Vol: High Tx Amount + Low Freq
4.47E+09,Average
4.61E+31,High Vol: High Tx Amount + Low Freq
4.62E+15,Average
4.75E+40,Average
4.84E+16,Average
4002735b28,Average
4005ffdb09,Very Low Volume
400671ade1,Low Volume
4007fd0ecd,Average
400a44b74f,Average
400c72a213,Average
40100abc28,Average
401063f80e,Average
40138c3c1f,Average
401593fcb0,Single Tx
401d2e2c24,Very Low Volume
401e394260,Average
4024eb7380,Average
4028bebe52,Average
402b000e78,Very Low Volume
402b203f2c,Average
402f7180b2,Average
4038a1c76b,Low Volume
403fe224a4,Low Volume
40416a82d1,Single Tx
40425428f6,Average
4043779abe,Average
4047b4d593,Low Volume
404967246d,Average
404eb0f054,Average
4050344b5b,Average
4058067ca0,Average
4058cbc7ed,Average
4063a8f0e0,Average
40691008b1,Average
406c0d1af1,Average
407d456fa6,Average
4080fceee9,Average
40828dbfd2,Average
40836975f2,Average
408d7ff14a,Single Tx
40927f3830,Single Tx
40945e4e20,Low Volume
4099064f1b,Average
409a506879,Average
409d084f27,Very Low Volume
40a3cefb1b,Low Volume
40ba9d21bb,Low Volume
40bda43e15,Single Tx
40c1eb338b,Very Low Volume
40cd625b81,Low Volume
40ce5b65b3,High Vol: High Tx Amount + Low Freq
40cff9f785,Average
40d31d096d,Average
40d5e14ddd,Average
40e19fae46,Average
40e34cf99b,Very Low Volume
40e38903a6,Average
40e5402ac5,Very Low Volume
40eadcbad9,High Vol: Low Tx Amount + High Freq
40ee9d1cc6,High Vol: High Tx Amount + Low Freq
40f1d2acde,Low Volume
40fb4174d6,Average
40fb8b67b1,Average
41020c3878,Single Tx
4104ee5574,Average
410a3857ec,High Vol: High Tx Amount + Low Freq
410d375d93,High Vol: Low Tx Amount + High Freq
4111667c66,Single Tx
41170e830f,Average
4118b6a083,Low Volume
411b5085e8,Average
4121d58b84,Single Tx
412aed7eef,Average
412f21b0d7,Average
4132273efb,Average
41324fcae3,Average
413428e522,Average
41343a4581,Very Low Volume
4135ff2c73,Average
4139e2bfb8,Average
413b9e52cf,Average
413bc27f93,Single Tx
4142e5b404,Average
4148bc2090,Average
4149daa725,Low Volume
4153f0011f,Low Volume
415c79d529,Low Volume
415ca37171,Very Low Volume
415cbccd7a,Average
415f073e29,Average
41625064bc,Average
416597bd4f,Very Low Volume
4168c84d75,Average
416cf7682c,Low Volume
416f63b1b4,Very Low Volume
41756813cf,Average
417bac6f77,Very Low Volume
41857cbde9,Average
41962c1cb1,Average
41970980a1,Average
4199ad9a76,Low Volume
419f88b0a4,Average
41a479450e,Average
41aa81dd04,Very Low Volume
41b61f0925,Average
41b7490619,Low Volume
41b85b8a0b,Very Low Volume
41b86f2b7b,Average
41bb8cb136,Very Low Volume
41bbdcdda3,Average
41caf4c88a,Average
41d1dca74c,Single Tx
41d2f70315,Average
41d7942f9f,Average
41da2d0e6f,Low Volume
41db3bbd3a,Average
41dc2d6aca,Average
41dc41094a,Average
41f559bfab,Average
41f6054841,Single Tx
41feed69d1,Average
4200aa86bf,High Vol: Low Tx Amount + High Freq
420155a443,Very Low Volume
42065efa83,Average
4212d17c04,Average
42229128c1,High End
4224c25277,Very Low Volume
4228dcebdb,Average
4229e6f067,Average
4236fb0dff,Average
423ac67d79,Average
423df4010c,Average
423f9d540d,Average
4245447cca,Very Low Volume
424bfc4271,Average
424e99948c,Single Tx
425094747a,Very Low Volume
42528abc8e,Average
4254114817,Average
425ab10f9e,Average
425d67455e,Average
426116304d,Average
4266d8918f,High Vol: Low Tx Amount + High Freq
426a86455e,Low Volume
426df19e0a,Average
4270fc15b2,Single Tx
42763bb2de,High Vol: High Tx Amount + Low Freq
42768d0c46,Average
427bd8f6b9,Average
4280c801d6,Average
4283218d94,Single Tx
4285b68142,Low Volume
4287e2cdd1,Average
42880a66df,Average
4288cabe23,High Vol: Low Tx Amount + High Freq
428cc052d6,Average
428e39deb5,Average
4291a5d89f,Average
42a1d4ca9e,Average
42a3621486,Low Volume
42a6de2ea7,Very Low Volume
42abcec990,Very Low Volume
42ad919e70,Average
42b75e75ca,Average
42bd6f408f,Low Volume
42c485d96e,Average
42c5105f6b,Very Low Volume
42cd075115,Average
42d2d15335,Average
42d334dff4,Very High Volume
42d48abd4e,Average
42d4a9c6b1,Low Volume
42eba111da,Single Tx
42f21ac75c,High Vol: High Tx Amount + Low Freq
42f43045cc,Very Low Volume
42fb34f2bb,Single Tx
42ffb1a9e2,Average
430836b649,Very Low Volume
431cc35e9f,Average
43233c3d6f,Average
432762ee3e,Single Tx
4328f7448a,Average
432dc04805,Low Volume
4332568af3,Low Volume
433ddd5133,Average
433ebb967c,Average
4341745164,High Vol: Low Tx Amount + High Freq
4341b7c179,Single Tx
434750d6b0,High Vol: High Tx Amount + Low Freq
4349afff18,Average
43519a9d21,High Vol: Low Tx Amount + High Freq
4352e42a26,High Vol: Low Tx Amount + High Freq
435397f7fc,Low Volume
435a012097,Average
435aa4d267,Average
435fa33f59,High Vol: High Tx Amount + Low Freq
43605d2a9b,Single Tx
436086950f,Low Volume
4364be7c9c,Average
4367df3b1e,High Vol: Low Tx Amount + High Freq
436b89a1f5,Low Volume
436bc5668d,High Vol: Low Tx Amount + High Freq
437678a3d9,Single Tx
437840151d,Very Low Volume
437fdf34f1,Low Volume
43861b3e08,Average
438ce6e64d,Average
438d714538,Single Tx
4391e3f0bc,Average
43961e7e66,Average
43984cafba,Single Tx
43a473bf12,Average
43a7afb9b0,Average
43a9871d21,Average
43ab8a75e2,Very Low Volume
43ad780e6a,Average
43adf4e2b0,Average
43b8ed2a96,Average
43bcccc51d,Average
43c74a6628,Low Volume
43c7b21fa2,Single Tx
43cb68f13d,Single Tx
43d16a67bf,Average
43d225d081,Average
43d692f9d6,Low Volume
43d6b47ff0,Average
43dd2a8a07,Average
43e2c2e9b3,Average
43e3c260ac,Single Tx
43e60d9087,High Vol: High Tx Amount + Low Freq
43e9166946,Average
43eb3911de,Average
43f2e390fa,Average
43f509ee61,High Vol: High Tx Amount + Low Freq
43fdb678ca,Average
43fe766e14,Average
43fee96c45,Low Volume
4401ec9e27,Average
44052fa3d2,Average
440881eedf,High Vol: Low Tx Amount + High Freq
440e361140,Low Volume
44109969cd,Average
44143d3e36,High Vol: Low Tx Amount + High Freq
44149e4e19,Average
44173732cd,Average
441e05d6f2,Average
4423043d40,Average
442e2642ad,Single Tx
442e2981e9,Average
443332b24a,Average
443acb8b81,Average
443e73c37f,Average
444ac463f4,Average
4457dd161d,Low Volume
445918ab45,Average
4466458281,Average
44675f1cd8,Single Tx
4468186997,Low Volume
446c2040c1,Average
446f98166d,Average
4470f989bc,Very Low Volume
447187aaae,Average
4471f01195,Very Low Volume
4472607192,Average
4473409963,High Vol: Low Tx Amount + High Freq
4475620414,Average
4477bbafe9,Average
448294a786,High Vol: High Tx Amount + Low Freq
4484bfb87c,Low Volume
44912f7d32,Low Volume
4494b57fa2,Average
4496f15238,Low Volume
449efedfe2,Single Tx
44a381dd40,Single Tx
44a6972ecc,Average
44ac5e7ba9,Average
44aeeb669f,Average
44b36fea36,Average
44b76c2336,Average
44ba0cb7d9,Average
44bbc06af9,Average
44bf398f97,Average
44c0865074,Average
44c10411f6,Single Tx
44c126aed4,Average
44c59c9dea,Low Volume
44cf3a916f,Average
44cfb0f4e9,Average
44d0709fa6,Low Volume
44d5c219db,Very Low Volume
44dfa7e232,Single Tx
44e3033d92,Low Volume
44ee02f2e2,Very Low Volume
44ee3ec72c,Very High Volume
44f28b468a,Very High Volume
44f2b47a5e,Average
4503ad820f,Single Tx
45108226fb,Average
45138994c3,Single Tx
4515c156e9,Average
451928e8de,Low Volume
4519f9a660,Average
45227b87fd,Single Tx
4525913c4b,High Vol: Low Tx Amount + High Freq
452672f3f0,Average
452b1de867,Average
452f6399e5,Average
45313357f3,Very Low Volume
4535762a19,Single Tx
453c389b58,High Vol: High Tx Amount + Low Freq
45449b0862,Average
4548da964d,Low Volume
454b8e03cb,Average
454facc067,Average
455f8aaf9a,Low Volume
45645cffc2,Average
4565312388,Average
457043f57d,High Vol: Low Tx Amount + High Freq
457b67e656,Average
457f580674,High Vol: High Tx Amount + Low Freq
457fcc2c6c,Average
4580767208,High Vol: Low Tx Amount + High Freq
45808e9e67,Low Volume
458264d0e9,Average
458a78f735,Average
458fe698d9,Average
45932d50e0,Average
459857ac69,Single Tx
45a25f5d5f,Very Low Volume
45a326c783,Average
45a54024c4,Average
45a5ae930b,Average
45b4924167,Very Low Volume
45baddebf4,Average
45bcb1309d,Single Tx
45deb0f58f,Very Low Volume
45df268115,Average
45e1056021,Average
45e454168d,Average
45e798207e,Low Volume
45e85a86e9,Average
45e8bd2693,Average
45ed650cab,Low Volume
45f149ff56,Average
45fbdb8c4a,Single Tx
45fea634f1,Average
4602c1bae2,Average
4602cc7ae8,Low Volume
460f4b018a,Average
4612eec75d,Very Low Volume
4613350090,Low Volume
461a5f5ca7,Average
461e6472a2,Average
4623f71de8,Low Volume
46281c5803,Low Volume
462d50a6c8,High Vol: High Tx Amount + Low Freq
4639bd7b46,Average
463b4be0eb,Average
46479e6b66,Very Low Volume
4647d230cc,Very High Volume
4651800ab2,Low Volume
465ca1b0c8,High Vol: Low Tx Amount + High Freq
465e3e31b2,Average
4661df632a,Average
4664f70293,Average
466666aa0a,Average
46694e030f,Low Volume
466b53d902,Low Volume
466bb04e1d,Very Low Volume
4672948706,Average
4673054251,Average
4678ae78bd,Low Volume
467aeedf72,Average
4685bf7a5b,Single Tx
4689bcde76,Single Tx
468cea35b0,Average
46979bf233,Average
469955c043,Average
46a7a65a5e,Average
46aa747f13,Average
46afadf73c,Average
46b07c3098,Very Low Volume
46b8e0a8e2,Average
46ba2326e1,Average
46bc656e4f,Average
46bdc315cd,Low Volume
46bff8290c,Very Low Volume
46d8e7ff3a,Low Volume
46dcc593bf,Very Low Volume
46e1b6c5b0,Low Volume
46e2f521e2,Average
46ea0aaa21,Low Volume
46ea373fa6,Average
46ebd005ee,Average
46f0bf1cc3,High Vol: Low Tx Amount + High Freq
46f57285d7,Very Low Volume
46f98adf85,Average
46f9cb5127,Average
46fb625c6f,High Vol: High Tx Amount + Low Freq
46ffdcf021,Average
4700dbea64,Single Tx
4702cc900a,High Vol: Low Tx Amount + High Freq
470a0d77de,Average
4710ed8379,Average
471271b185,Average
4720eefe75,Average
4733627eac,Average
473ca8c4b3,Single Tx
473cbefe22,Average
4742717b40,Average
4744ddb96b,Average
4750899641,Average
47518ee6a9,Average
475315b569,Low Volume
475bd5f4a3,Average
475cbb8853,Low Volume
475ce88c16,Average
475dfff696,Average
476339fdcc,Very Low Volume
4768a686b4,Low Volume
4770051790,High Vol: Low Tx Amount + High Freq
4774a8f52c,Average
47752669c8,Average
477c9f8723,Average
477f8ec636,Low Volume
478878805e,Average
478e595ebc,Average
47931970bd,Average
47a5c01fd0,Average
47b468a8c4,High Vol: Low Tx Amount + High Freq
47bca83930,Average
47c28489e2,Average
47c2e5a128,Average
47cf21b342,Very Low Volume
47d28d23fe,Low Volume
47d85af7d9,Low Volume
47e6a184e0,Average
47e855fc3c,Average
47fb65f18d,Low Volume
47ff133946,Very Low Volume
48008cb383,High Vol: Low Tx Amount + High Freq
4800d0ada4,Very Low Volume
480255a918,Average
480da3f33b,Low Volume
48175a814a,Low Volume
4824b0e145,Single Tx
48275b9f29,Average
4829659797,Average
4831d3a2ab,Average
483eed9161,Average
48460c7487,Average
4849aacee7,Average
484e70beda,Very Low Volume
4850f552a8,Very Low Volume
485106664d,Low Volume
4857fb027e,Low Volume
486741f4d6,Average
4867ee1818,Average
486a52182f,Low Volume
487bb338df,Average
48832f5c25,Average
4887a7358f,Very Low Volume
489039ca4b,Average
489342419f,High Vol: High Tx Amount + Low Freq
489c53fa15,Average
489cd225d4,Average
489e5d360c,Low Volume
48a0c6a378,Very Low Volume
48a6e8dc38,Average
48a77654ef,Average
48a89b5392,Average
48a8b0dbc6,Low Volume
48b0b19d04,Average
48b151c3bb,Average
48bad0e963,Low Volume
48bd324bde,Average
48bd53b040,Average
48c02f29f8,Average
48c18ed309,High Vol: Low Tx Amount + High Freq
48c4f67841,Average
48cb694504,Low Volume
48cbac0768,Average
48ce91d9ba,Average
48d2d5b4a3,Very Low Volume
48ddc5b924,Low Volume
48e03d323a,Average
48e04091d1,Low Volume
48e3fbb72a,Average
48e476024c,Average
48e5daa820,Single Tx
48eb4403e6,Average
48ede57bcc,Low Volume
48f0f6c853,High Vol: High Tx Amount + Low Freq
48f14fc68d,Average
48f4f581b0,Average
48f82d8687,Very Low Volume
48fbcd5485,Average
48fd353830,Average
49033718a9,Average
49047cdd20,Average
49054f472d,Average
4906863c67,Average
49073d7029,Average
490c15c4ce,High Vol: Low Tx Amount + High Freq
49102822dc,Low Volume
4912187270,Average
491aaec2d1,Average
491bdfb184,Low Volume
4922fead61,Low Volume
4924da40e3,Average
4928e8e4dc,Average
492dd84ebc,Low Volume
49300ef255,Average
4930154bd5,Low Volume
493ac9ba3b,Average
493cfa2ad1,High Vol: High Tx Amount + Low Freq
4940db9f07,Low Volume
49429062d6,Average
495408a28a,Low Volume
495750c0c3,Average
495ec7ffed,Low Volume
4967235e4a,Low Volume
4967e530cf,Average
4969480c33,Average
4974868657,Low Volume
4975b5834b,Low Volume
4978d755bb,Single Tx
497c944ae1,Average
497e62c0c7,Average
497e74ca8a,Average
498027526c,Low Volume
498824ba79,Average
4988f12da2,Average
498f8b8fb8,Average
49a69a1fa1,Very Low Volume
49a8062ed7,Low Volume
49a908a7d5,Average
49ae401152,Very Low Volume
49b633f55e,Very Low Volume
49b89339b1,Average
49bf3319eb,Average
49d0108353,Single Tx
49d09f05ec,Low Volume
49d47f8837,Average
49d6b83591,Average
49dbe71c0f,Average
49e1f2cbc0,Average
49e3943932,Single Tx
49e3f06f84,Average
49e9942370,Very High Volume
49ef27bffe,High Vol: High Tx Amount + Low Freq
49ff1738cd,Average
49ff1a1f45,Low Volume
4a02858c44,Average
4a02a9b90f,Average
4a030514de,Average
4a0b33e61f,Average
4a12c74a3d,Average
4a17ea3b44,Average
4a1c232da2,Very Low Volume
4a1d231b70,Single Tx
4a1e204697,Average
4a28351e63,Average
4a314d0152,Single Tx
4a31c8edbf,Low Volume
4a31f7b19a,Average
4a383c2d7b,Average
4a3c4ca1b1,Average
4a3ef02b07,Very High Volume
4a3ffeaa90,Single Tx
4a4695c3bb,Low Volume
4a47fa61fa,Low Volume
4a4df91845,Very Low Volume
4a535317ef,Low Volume
4a5485df3a,Very Low Volume
4a550bdd12,High Vol: High Tx Amount + Low Freq
4a595fc45f,Low Volume
4a66585214,Average
4a6761a025,Very Low Volume
4a73fcfa4e,High Vol: Low Tx Amount + High Freq
4a7738361b,Average
4a78aedef4,High Vol: High Tx Amount + Low Freq
4a7b88e2c0,High Vol: Low Tx Amount + High Freq
4a7e551799,Average
4a7e7a3f5d,Average
4a974b25cb,Average
4a98a5cdc1,Average
4a9b815dae,Low Volume
4a9c725567,Average
4a9d4b8c98,High Vol: Low Tx Amount + High Freq
4a9e961c69,Low Volume
4a9f7c02ae,Average
4aa9f26c3a,Low Volume
4aaa36edd7,Very Low Volume
4aacefc33a,Average
4ab1e8f5a1,Average
4abd175ff5,Average
4ac0aa5c38,Average
4ac959e71a,Average
4acc649efc,Average
4ad7c6b029,Average
4ad8ab1f12,Low Volume
4ada8c12f1,Low Volume
4adbd1139b,Low Volume
4ae15040ad,Average
4ae5fd7f79,High Vol: Low Tx Amount + High Freq
4ae85221f6,Average
4aeaf15427,Single Tx
4aec79f0f3,Single Tx
4aec9d0080,Average
4af789a6b6,Average
4afb07e97a,Very Low Volume
4afca14818,Single Tx
4afcfeacee,Average
4b07553f50,Average
4b0972e964,Low Volume
4b0e5fa110,Average
4b1d1bb58d,Average
4b21c2186e,Average
4b24502920,Average
4b2ee582e6,Average
4b38b71f55,Average
4b46bbaa61,Average
4b48c3595e,High Vol: High Tx Amount + Low Freq
4b4981649e,Average
4b65db6ca3,Average
4b66bf153d,Single Tx
4b683b2bc5,High Vol: Low Tx Amount + High Freq
4b7856f7dd,Average
4b78c4f83d,Very Low Volume
4b78d88a9f,Low Volume
4b79f17a94,Low Volume
4b7cd8c5ff,Average
4b7f2c6db6,Average
4b7fdf6a31,Single Tx
4b80bacef1,Average
4b84d82bf3,Low Volume
4b85d5b5c6,Single Tx
4b8be91984,Average
4b9221a428,Average
4b926f597e,Single Tx
4b9efccc3b,Very Low Volume
4ba24e133b,Single Tx
4ba3bb514e,High Vol: Low Tx Amount + High Freq
4baa2f4b7b,High Vol: High Tx Amount + Low Freq
4bb0a06e51,Low Volume
4bb1a51158,Average
4bb66fcd7b,High Vol: High Tx Amount + Low Freq
4bb67ab198,Average
4bbbc26e8c,Average
4bbc352409,Single Tx
4bc0d5d9bc,Low Volume
4bc1b20847,Average
4bc392de9e,Average
4bc8ad5176,Average
4bcbeb90c8,Average
4bcca8b0b6,Average
4bcd6ac58f,Average
4bd8eff875,Very Low Volume
4be230a9f9,Average
4be5a4f43c,Average
4be5f620e9,Average
4bf7416288,Single Tx
